,RESELLER,GENDER,BRAND,LM_Ratings,LM_Positive
36060,E-Zegarki,Woman,Knock Nocky,17,1.0
36096,E-Zegarki,Woman,Timberland,17,1.0
36098,E-Zegarki,Man,Timberland,17,1.0
36114,E-Zegarki,Unisex,Timberland,17,1.0
36119,E-Zegarki,Woman,Nixon,17,1.0
36120,E-Zegarki,Man,Jaguar,17,1.0
36201,E-Zegarki,Woman,Jaguar,17,1.0
36301,E-Zegarki,Man,adidas,17,1.0
36302,E-Zegarki,Man,Adidas,17,1.0
36306,E-Zegarki,Man,Festina,17,1.0
36309,E-Zegarki,Woman,Guess,17,1.0
36310,E-Zegarki,Man,Casio,17,1.0
36311,E-Zegarki,Man,Orient,17,1.0
36320,E-Zegarki,Woman,Paul Hewitt,17,1.0
36324,E-Zegarki,Man,Vostok Europe,17,1.0
36334,E-Zegarki,Man,Vostok,17,1.0
36336,E-Zegarki,Man,Rubicon,17,1.0
36343,E-Zegarki,Man,Guess,17,1.0
36349,E-Zegarki,Man,Sturmanskie,17,1.0
36353,E-Zegarki,Man,Fossil,17,1.0
36373,E-Zegarki,Man,Obaku,17,1.0
36379,E-Zegarki,Man,Lorus,17,1.0
36385,E-Zegarki,Woman,Lorus,17,1.0
36395,E-Zegarki,Woman,Q&Q,17,1.0
36402,E-Zegarki,Man,Pulsar,17,1.0
36412,E-Zegarki,Man,CASIO,17,1.0
36421,E-Zegarki,Man,Candino,17,1.0
36423,E-Zegarki,Man,ORIENT,17,1.0
36432,E-Zegarki,Man,Delbana,17,1.0
36479,E-Zegarki,Woman,Casio,17,1.0
36483,E-Zegarki,Man,Aviator,17,1.0
36489,E-Zegarki,Man,FOSSIL,17,1.0
36494,E-Zegarki,Man,Alpina,17,1.0
36510,E-Zegarki,Man,Lor,17,1.0
36544,E-Zegarki,Man,Royal London,17,1.0
36563,E-Zegarki,Man,Bisset,17,1.0
36592,E-Zegarki,Man,Lotus,17,1.0
36598,E-Zegarki,Man,Q&Q,17,1.0
36602,E-Zegarki,Man,Police,17,1.0
36606,E-Zegarki,Man,Grovana,17,1.0
36621,E-Zegarki,Man,Jacques Lemans,17,1.0
36698,E-Zegarki,Woman,Festina,17,1.0
36724,E-Zegarki,Man,Qq,17,1.0
36756,E-Zegarki,Man,FESTINA,17,1.0
36777,E-Zegarki,Man,Calypso,17,1.0
36861,E-Zegarki,Man,Skagen,17,1.0
36868,E-Zegarki,Man,Timex,17,1.0
36896,E-Zegarki,Man,Timemaster,17,1.0
36940,E-Zegarki,Man,Cerruti,17,1.0
36941,E-Zegarki,Man,Burberry,17,1.0
37032,E-Zegarki,Woman,GUESS,17,1.0
37058,E-Zegarki,Unisex,Guess,17,1.0
37075,E-Zegarki,Woman,Anne Klein,17,1.0
37158,E-Zegarki,Woman,Vostok Europe,17,1.0
37159,E-Zegarki,Woman,Vostok,17,1.0
37316,E-Zegarki,Man,Hugo Boss,17,1.0
37319,E-Zegarki,Woman,Le Temps,17,1.0
37337,E-Zegarki,Man,Le Temps,17,1.0
37387,E-Zegarki,Woman,Obaku,17,1.0
37388,E-Zegarki,Woman,Fossil,17,1.0
37397,E-Zegarki,Woman,Lotus,17,1.0
37415,E-Zegarki,Unisex,Lotus,17,1.0
37531,E-Zegarki,Woman,Rubicon,17,1.0
37749,E-Zegarki,Woman,Tommy Hilfiger,17,1.0
37753,E-Zegarki,Woman,Grovana,17,1.0
37755,E-Zegarki,Man,Lacoste,17,1.0
37757,E-Zegarki,Woman,Lacoste,17,1.0
37763,E-Zegarki,Unisex,Lacoste,17,1.0
37777,E-Zegarki,Woman,Timemaster,17,1.0
37781,E-Zegarki,Man,Maserati,17,1.0
37801,E-Zegarki,Man,LORUS,17,1.0
38300,E-Zegarki,Woman,Jacques Lemans,17,1.0
38323,E-Zegarki,Unisex,Jacques Lemans,17,1.0
38347,Zegarki,Man,Kronaby,18,0.94
38349,Zegarki,Woman,Kronaby,18,0.94
38473,Zegarki,Man,Swiss Military Hanowa,18,0.94
38475,Zegarki,Man,Victorinox,18,0.94
38477,Zegarki,Man,Festina,18,0.94
38485,Zegarki,Woman,Festina,18,0.94
38510,Zegarki,Man,FESTINA,18,0.94
38896,Zegarki,Woman,FESTINA,18,0.94
39380,Zegarki,Woman,Fossil,18,0.94
39421,Zegarki,Unisex,Festina,18,0.94
39495,Zegarki,Woman,Sheen,18,0.94
39499,Zegarki,Woman,Lotus,18,0.94
39503,Zegarki,Man,Skagen,18,0.94
39526,Zegarki,Man,Police,18,0.94
39527,Zegarki,Man,Junghans,18,0.94
39545,Zegarki,Woman,Junghans,18,0.94
39611,Zegarki,Man,Jaguar,18,0.94
39701,Zegarki,Woman,Jaguar,18,0.94
39832,Zegarki,Man,Certina,18,0.94
39834,Zegarki,Woman,Certina,18,0.94
39874,Zegarki,Man,Frederique Constant,18,0.94
39875,Zegarki,Man,Swatch,18,0.94
39876,Zegarki,Man,Diesel,18,0.94
39881,Zegarki,Woman,CASIO,18,0.94
39882,Zegarki,Man,Fossil,18,0.94
39895,Zegarki,Man,Casio,18,0.94
39897,Zegarki,Woman,Casio,18,0.94
39903,Zegarki,Man,Xicorr,18,0.94
39908,Zegarki,Man,Frederique,18,0.94
39913,Zegarki,Woman,Michael Kors,18,0.94
39917,Zegarki,Man,Lotus,18,0.94
39931,Zegarki,Man,Candino,18,0.94
39932,Zegarki,Man,Oris,18,0.94
39937,Zegarki,Man,Alpina,18,0.94
39944,Zegarki,Man,Michael Kors,18,0.94
39989,Zegarki,Man,FOSSIL,18,0.94
40108,Zegarki,Man,Calypso,18,0.94
40260,Zegarki,Woman,Skagen,18,0.94
40287,Zegarki,Unisex,Skagen,18,0.94
40356,Zegarki,Woman,DKNY,18,0.94
40359,Zegarki,Unisex,DKNY,18,0.94
40447,Zegarki,Unisex,Fossil,18,0.94
40507,Zegarki,Woman,Garett,18,0.94
40562,Zegarki,Woman,Frederique,18,0.94
40563,Zegarki,Woman,Frederique Constant,18,0.94
41143,Zegarki,Man,Pocket Watch,18,0.94
41239,Zegarki,Woman,Swatch,18,0.94
41250,Zegarki,Unisex,Swatch,18,0.94
41326,Zegarki,Woman,Candino,18,0.94
41617,Zegarki,Unisex,Candino,18,0.94
41676,Zegarki,Man,Glycine,18,0.94
41687,Zegarki,Woman,Glycine,18,0.94
41729,Zegarki,Unisex,Lotus,18,0.94
42155,Zegarki,Unisex,Diesel,18,0.94
42191,Zegarki,Woman,Alpina,18,0.94
42394,Zegarki,Man,CASIO,18,0.94
42433,Zegarki,Unisex,Casio,18,0.94
42905,Zegarki,Woman,Oris,18,0.94
43061,Zegarki,Woman,Calypso,18,0.94
43393,Zegarki,Man,Perrelet,18,0.94
43415,Zegarki,Woman,Victorinox,18,0.94
43427,Zegarki,Woman,Lorus,18,0.94
43585,Zegarki,Man,Balticus,18,0.94
43592,Zegarki,Woman,Balticus,18,0.94
43624,Zegarki,Unisex,Michael Kors,18,0.94
43659,Zegarki,Man,Blonie,18,0.94
44463,Mall,Man,Kronaby,252,0.87
44465,Mall,Woman,Kronaby,252,0.87
44555,Mall,Man,Festina,252,0.87
44557,Mall,Woman,Festina,252,0.87
44570,Mall,Man,FESTINA,252,0.87
44794,Mall,Unisex,Festina,252,0.87
44828,Mall,Woman,Swarovski,252,0.87
44829,Mall,Woman,SWAROVSKI,252,0.87
44838,Mall,Woman,Lotus,252,0.87
44846,Mall,Woman,Timberland,252,0.87
44847,Mall,Man,Timberland,252,0.87
44861,Mall,Woman,Doodle,252,0.87
44867,Mall,Man,Scuderia Ferrari,252,0.87
44868,Mall,Man,Ferrari,252,0.87
44876,Mall,Man,Citizen,252,0.87
44898,Mall,Man,CITIZEN,252,0.87
44911,Mall,Woman,Citizen,252,0.87
44923,Mall,Woman,CITIZEN,252,0.87
44929,Mall,Man,Jaguar,252,0.87
44935,Mall,Woman,Jaguar,252,0.87
44942,Mall,Woman,Rosefield,252,0.87
44984,Mall,Man,Invicta,252,0.87
44988,Mall,Woman,Invicta,252,0.87
44992,Mall,Woman,Oui&Me,252,0.87
44994,Mall,Man,Hugo Boss,252,0.87
45003,Mall,Man,Casio,252,0.87
45004,Mall,Man,Zeppelin,252,0.87
45007,Mall,Woman,Michael Kors,252,0.87
45018,Mall,Man,Diesel,252,0.87
45021,Mall,Man,Tommy Hilfiger,252,0.87
45031,Mall,Woman,Esprit,252,0.87
45038,Mall,Woman,Casio,252,0.87
45068,Mall,Man,Armani Exchange,252,0.87
45069,Mall,Man,Armani_AX,252,0.87
45094,Mall,Unisex,Casio,252,0.87
45101,Mall,Man,Timex,252,0.87
45154,Mall,Man,Emporio Armani,252,0.87
45227,Mall,Woman,Armani Exchange,252,0.87
45228,Mall,Woman,Armani_AX,252,0.87
45252,Mall,Unisex,Armani Exchange,252,0.87
45254,Mall,Woman,Olivia Burton,252,0.87
45262,Mall,Woman,Guess,252,0.87
45271,Mall,Man,Guess,252,0.87
45321,Mall,Woman,DKNY,252,0.87
45326,Mall,Unisex,DKNY,252,0.87
45337,Mall,Man,Trussardi,252,0.87
45339,Mall,Woman,Cluse,252,0.87
45348,Mall,Woman,Timex,252,0.87
45374,Mall,Man,Esprit,252,0.87
45408,Mall,Unisex,Esprit,252,0.87
45431,Mall,Woman,Triwa,252,0.87
45469,Mall,Man,Lotus,252,0.87
45473,Mall,Unisex,Lotus,252,0.87
45485,Mall,Woman,Tommy Hilfiger,252,0.87
45490,Mall,Woman,TOMMY HILFIGER,252,0.87
45555,Mall,Unisex,Diesel,252,0.87
45706,Mall,Woman,CASIO,252,0.87
45717,Mall,Woman,Dkny,252,0.87
45794,Mall,Man,Calypso,252,0.87
45939,Mall,Woman,MICHAEL KORS,252,0.87
46039,Mall,Woman,Sheen,252,0.87
46057,Mall,Woman,Lacoste,252,0.87
46074,Mall,Man,Iron Annie,252,0.87
46087,Mall,Woman,Calypso,252,0.87
46130,Mall,Woman,Paul Hewitt,252,0.87
46144,Mall,Woman,Bering,252,0.87
46146,Mall,Man,Bering,252,0.87
46157,Mall,Unisex,Bering,252,0.87
46175,Mall,Woman,Boccia,252,0.87
46178,Mall,Woman,Zeppelin,252,0.87
46334,Mall,Woman,Pierre Cardin,252,0.87
46336,Mall,Man,Pierre Cardin,252,0.87
46447,Otozegarki,Man,Kronaby,70,0.96
46455,Otozegarki,Woman,Kronaby,70,0.96
46457,Otozegarki,Man,Festina,70,0.96
46480,Otozegarki,Woman,Festina,70,0.96
46488,Otozegarki,Man,FESTINA,70,0.96
46669,Otozegarki,Woman,FESTINA,70,0.96
46889,Otozegarki,Unisex,Festina,70,0.96
46946,Otozegarki,Man,Knock Nocky,70,0.96
46954,Otozegarki,Woman,Knock Nocky,70,0.96
46981,Otozegarki,Woman,Anne Klein,70,0.96
46992,Otozegarki,Man,Skagen,70,0.96
46999,Otozegarki,Woman,Sekonda,70,0.96
47000,Otozegarki,Man,Sekonda,70,0.96
47030,Otozegarki,Man,Police,70,0.96
47043,Otozegarki,Woman,Police,70,0.96
47051,Otozegarki,Woman,Timberland,70,0.96
47052,Otozegarki,Man,Timberland,70,0.96
47066,Otozegarki,Unisex,Timberland,70,0.96
47073,Otozegarki,Woman,Delbana,70,0.96
47075,Otozegarki,Man,Nixon,70,0.96
47078,Otozegarki,Woman,Nixon,70,0.96
47080,Otozegarki,Unisex,Nixon,70,0.96
47115,Otozegarki,Woman,Star Wars,70,0.96
47131,Otozegarki,Man,Citizen,70,0.96
47132,Otozegarki,Man,Invicta,70,0.96
47146,Otozegarki,Woman,Paul Hewitt,70,0.96
47147,Otozegarki,Man,Q&Q,70,0.96
47148,Otozegarki,Man,Orient,70,0.96
47152,Otozegarki,Woman,Guess,70,0.96
47153,Otozegarki,Man,Diesel,70,0.96
47161,Otozegarki,Man,Aviator,70,0.96
47167,Otozegarki,Man,Vostok Europe,70,0.96
47169,Otozegarki,Man,Adriatica,70,0.96
47177,Otozegarki,Man,Casio,70,0.96
47179,Otozegarki,Man,Vostok,70,0.96
47181,Otozegarki,Woman,Casio,70,0.96
47189,Otozegarki,Man,Guess,70,0.96
47214,Otozegarki,Man,Armani Exchange,70,0.96
47215,Otozegarki,Man,Armani_AX,70,0.96
47229,Otozegarki,Man,Lorus,70,0.96
47244,Otozegarki,Woman,Michael Kors,70,0.96
47265,Otozegarki,Man,CASIO,70,0.96
47273,Otozegarki,Man,ORIENT,70,0.96
47294,Otozegarki,Man,Pierre Ricaud,70,0.96
47305,Otozegarki,Man,Fossil,70,0.96
47310,Otozegarki,Unisex,Casio,70,0.96
47314,Otozegarki,Man,Pulsar,70,0.96
47328,Otozegarki,Woman,Orient,70,0.96
47336,Otozegarki,Man,FOSSIL,70,0.96
47337,Otozegarki,Man,Timex,70,0.96
47352,Otozegarki,Man,Lor,70,0.96
47415,Otozegarki,Woman,Daniel Wellington,70,0.96
47416,Otozegarki,Woman,Esprit,70,0.96
47428,Otozegarki,Man,Lacoste,70,0.96
47449,Otozegarki,Man,Bisset,70,0.96
47483,Otozegarki,Woman,Cluse,70,0.96
47491,Otozegarki,Man,Emporio Armani,70,0.96
47508,Otozegarki,Man,Qq,70,0.96
47550,Otozegarki,Man,Calypso,70,0.96
47644,Otozegarki,Man,Rubicon,70,0.96
47661,Otozegarki,Man,Nautica,70,0.96
47687,Otozegarki,Man,Grovana,70,0.96
47695,Otozegarki,Woman,Fossil,70,0.96
47696,Otozegarki,Woman,Armani Exchange,70,0.96
47697,Otozegarki,Woman,Armani_AX,70,0.96
47731,Otozegarki,Unisex,Armani Exchange,70,0.96
47870,Otozegarki,Woman,GUESS,70,0.96
47892,Otozegarki,Unisex,Guess,70,0.96
47950,Otozegarki,Man,Cluse,70,0.96
48047,Otozegarki,Unisex,Fossil,70,0.96
48137,Otozegarki,Unisex,Paul Hewitt,70,0.96
48204,Otozegarki,Woman,Vostok Europe,70,0.96
48205,Otozegarki,Woman,Vostok,70,0.96
48447,Otozegarki,Woman,Timex,70,0.96
48454,Otozegarki,Unisex,Timex,70,0.96
48487,Otozegarki,Man,Esprit,70,0.96
48522,Otozegarki,Unisex,Esprit,70,0.96
48570,Otozegarki,Woman,Obaku,70,0.96
48571,Otozegarki,Woman,Candino,70,0.96
48575,Otozegarki,Woman,Triwa,70,0.96
48589,Otozegarki,Unisex,Triwa,70,0.96
48704,Otozegarki,Man,Lotus,70,0.96
48714,Otozegarki,Woman,Lotus,70,0.96
48812,Otozegarki,Woman,Rubicon,70,0.96
48869,Otozegarki,Woman,Lorus,70,0.96
48880,Otozegarki,Woman,Q&Q,70,0.96
48895,Otozegarki,Woman,Emporio Armani,70,0.96
48982,Otozegarki,Woman,Bisset,70,0.96
49074,Otozegarki,Man,PIERRE RICAUD,70,0.96
49092,Otozegarki,Man,LORUS,70,0.96
49100,Otozegarki,Woman,CASIO,70,0.96
49155,Otozegarki,Woman,Pierre Ricaud,70,0.96
49174,Otozegarki,Woman,Adriatica,70,0.96
49192,Otozegarki,Woman,Gino,70,0.96
49193,Otozegarki,Woman,Lacoste,70,0.96
49440,Otozegarki,Woman,LACOSTE,70,0.96
49577,Otozegarki,Woman,Skagen,70,0.96
49686,Otozegarki,Woman,DKNY,70,0.96
49687,Otozegarki,Woman,Dkny,70,0.96
49755,Otozegarki,Woman,Caravelle,70,0.96
49765,Otozegarki,Woman,Grovana,70,0.96
49826,Otozegarki,Unisex,Lacoste,70,0.96
49904,Otozegarki,Woman,Calypso,70,0.96
49965,Otozegarki,Man,Paul Hewitt,70,0.96
50004,Otozegarki,Man,Maserati,70,0.96
50819,Otozegarki,Unisex,Skagen,70,0.96
50831,Otozegarki,Woman,Aviator,70,0.96
50861,Otozegarki,Woman,Thom Olson,70,0.96
50862,Otozegarki,Unisex,Thom Olson,70,0.96
50901,Otozegarki,Man,EMPORIO ARMANI,70,0.96
50980,Otozegarki,Unisex,Michael Kors,70,0.96
51277,Restjewellery Aneta Bialon,Woman,Furla,1,1.0
51362,Restjewellery Aneta Bialon,Woman,Nine West,1,1.0
51408,Restjewellery Aneta Bialon,Man,Festina,1,1.0
51410,Restjewellery Aneta Bialon,Woman,Festina,1,1.0
51543,Restjewellery Aneta Bialon,Man,FESTINA,1,1.0
51619,Restjewellery Aneta Bialon,Unisex,Festina,1,1.0
51700,Restjewellery Aneta Bialon,Man,Kenneth Cole,1,1.0
51709,Restjewellery Aneta Bialon,Woman,Kenneth Cole,1,1.0
51730,Restjewellery Aneta Bialon,Woman,Go Girl Only,1,1.0
51735,Restjewellery Aneta Bialon,Woman,Lotus,1,1.0
51750,Restjewellery Aneta Bialon,Man,Police,1,1.0
51850,Restjewellery Aneta Bialon,Man,Timberland,1,1.0
51895,Restjewellery Aneta Bialon,Woman,Timberland,1,1.0
51916,Restjewellery Aneta Bialon,Unisex,Timberland,1,1.0
51969,Restjewellery Aneta Bialon,Woman,Sneakers,1,1.0
51971,Restjewellery Aneta Bialon,Woman,Komono,1,1.0
51983,Restjewellery Aneta Bialon,Man,Komono,1,1.0
52044,Restjewellery Aneta Bialon,Man,Nixon,1,1.0
52050,Restjewellery Aneta Bialon,Woman,Nixon,1,1.0
52054,Restjewellery Aneta Bialon,Unisex,Nixon,1,1.0
52245,Restjewellery Aneta Bialon,Man,Scuderia Ferrari,1,1.0
52246,Restjewellery Aneta Bialon,Man,Ferrari,1,1.0
52262,Restjewellery Aneta Bialon,Unisex,Scuderia Ferrari,1,1.0
52263,Restjewellery Aneta Bialon,Unisex,Ferrari,1,1.0
52409,Restjewellery Aneta Bialon,Woman,Citizen,1,1.0
52412,Restjewellery Aneta Bialon,Man,Citizen,1,1.0
52428,Restjewellery Aneta Bialon,Man,Jaguar,1,1.0
52459,Restjewellery Aneta Bialon,Woman,Jaguar,1,1.0
52521,Restjewellery Aneta Bialon,Woman,Liu: Jo,1,1.0
52546,Restjewellery Aneta Bialon,Woman,Jean Paul Gaultier,1,1.0
52552,Restjewellery Aneta Bialon,Woman,Rosefield,1,1.0
52609,Restjewellery Aneta Bialon,Woman,Versus,1,1.0
52622,Restjewellery Aneta Bialon,Man,Versus,1,1.0
52643,Restjewellery Aneta Bialon,Man,Invicta,1,1.0
52659,Restjewellery Aneta Bialon,Woman,Victorinox,1,1.0
52661,Restjewellery Aneta Bialon,Man,adidas,1,1.0
52664,Restjewellery Aneta Bialon,Unisex,adidas,1,1.0
52668,Restjewellery Aneta Bialon,Man,Tom Carter,1,1.0
52672,Restjewellery Aneta Bialon,Man,Bultaco,1,1.0
52678,Restjewellery Aneta Bialon,Woman,Bultaco,1,1.0
52688,Restjewellery Aneta Bialon,Man,Hugo Boss,1,1.0
52702,Restjewellery Aneta Bialon,Woman,Hugo Boss,1,1.0
52704,Restjewellery Aneta Bialon,Man,Timex,1,1.0
52711,Restjewellery Aneta Bialon,Woman,Calvin Klein,1,1.0
52712,Restjewellery Aneta Bialon,Man,Emporio Armani,1,1.0
52713,Restjewellery Aneta Bialon,Woman,Esprit,1,1.0
52717,Restjewellery Aneta Bialon,Woman,Guess,1,1.0
52719,Restjewellery Aneta Bialon,Man,Orient,1,1.0
52720,Restjewellery Aneta Bialon,Man,Diesel,1,1.0
52728,Restjewellery Aneta Bialon,Woman,Michael Kors,1,1.0
52736,Restjewellery Aneta Bialon,Man,Casio,1,1.0
52738,Restjewellery Aneta Bialon,Man,Seiko,1,1.0
52740,Restjewellery Aneta Bialon,Man,Lorus,1,1.0
52750,Restjewellery Aneta Bialon,Man,Guess,1,1.0
52752,Restjewellery Aneta Bialon,Man,Maserati,1,1.0
52760,Restjewellery Aneta Bialon,Man,Calvin Klein,1,1.0
52764,Restjewellery Aneta Bialon,Man,Roamer,1,1.0
52765,Restjewellery Aneta Bialon,Man,Protrek,1,1.0
52766,Restjewellery Aneta Bialon,Man,Armani Exchange,1,1.0
52767,Restjewellery Aneta Bialon,Man,Armani_AX,1,1.0
52776,Restjewellery Aneta Bialon,Woman,Time Force,1,1.0
52780,Restjewellery Aneta Bialon,Man,Lotus,1,1.0
52787,Restjewellery Aneta Bialon,Man,Pulsar,1,1.0
52791,Restjewellery Aneta Bialon,Man,Nautica,1,1.0
52792,Restjewellery Aneta Bialon,Man,CASIO,1,1.0
52808,Restjewellery Aneta Bialon,Man,Chronotech,1,1.0
52810,Restjewellery Aneta Bialon,Woman,Welder,1,1.0
52839,Restjewellery Aneta Bialon,Man,Lacoste,1,1.0
52848,Restjewellery Aneta Bialon,Man,Tissot,1,1.0
52851,Restjewellery Aneta Bialon,Woman,Casio,1,1.0
52863,Restjewellery Aneta Bialon,Man,Sector,1,1.0
52867,Restjewellery Aneta Bialon,Man,Michael Kors,1,1.0
52876,Restjewellery Aneta Bialon,Woman,LACOSTE,1,1.0
52877,Restjewellery Aneta Bialon,Woman,Lacoste,1,1.0
52891,Restjewellery Aneta Bialon,Man,Fossil,1,1.0
52892,Restjewellery Aneta Bialon,Man,FOSSIL,1,1.0
52896,Restjewellery Aneta Bialon,Woman,Maserati,1,1.0
52902,Restjewellery Aneta Bialon,Man,Skagen,1,1.0
52940,Restjewellery Aneta Bialon,Man,666 Barcelona,1,1.0
52955,Restjewellery Aneta Bialon,Man,Bering,1,1.0
52957,Restjewellery Aneta Bialon,Woman,Timex,1,1.0
52963,Restjewellery Aneta Bialon,Man,ORIENT,1,1.0
53006,Restjewellery Aneta Bialon,Man,Swatch,1,1.0
53041,Restjewellery Aneta Bialon,Man,Tommy Hilfiger,1,1.0
53046,Restjewellery Aneta Bialon,Man,Calypso,1,1.0
53078,Restjewellery Aneta Bialon,Woman,666 Barcelona,1,1.0
53099,Restjewellery Aneta Bialon,Man,Radiant,1,1.0
53102,Restjewellery Aneta Bialon,Man,Ingersoll,1,1.0
53113,Restjewellery Aneta Bialon,Unisex,Maserati,1,1.0
53135,Restjewellery Aneta Bialon,Woman,Arabians,1,1.0
53173,Restjewellery Aneta Bialon,Man,Bulova,1,1.0
53187,Restjewellery Aneta Bialon,Man,Jacques Lemans,1,1.0
53188,Restjewellery Aneta Bialon,Unisex,Skagen,1,1.0
53195,Restjewellery Aneta Bialon,Woman,Skagen,1,1.0
53235,Restjewellery Aneta Bialon,Woman,Chronostar,1,1.0
53236,Restjewellery Aneta Bialon,Woman,Sector,1,1.0
53309,Restjewellery Aneta Bialon,Woman,Paul Hewitt,1,1.0
53310,Restjewellery Aneta Bialon,Woman,Replay,1,1.0
53311,Restjewellery Aneta Bialon,Man,Replay,1,1.0
53312,Restjewellery Aneta Bialon,Woman,Armani Exchange,1,1.0
53313,Restjewellery Aneta Bialon,Woman,Armani_AX,1,1.0
53366,Restjewellery Aneta Bialon,Unisex,Armani Exchange,1,1.0
53386,Restjewellery Aneta Bialon,Woman,Ops,1,1.0
53387,Restjewellery Aneta Bialon,Woman,Olivia Burton,1,1.0
53489,Restjewellery Aneta Bialon,Woman,GUESS,1,1.0
53541,Restjewellery Aneta Bialon,Woman,Gc,1,1.0
53550,Restjewellery Aneta Bialon,Unisex,Guess,1,1.0
53556,Restjewellery Aneta Bialon,Man,Gc,1,1.0
53756,Restjewellery Aneta Bialon,Woman,Pepe Jeans,1,1.0
53757,Restjewellery Aneta Bialon,Man,Pepe Jeans,1,1.0
53769,Restjewellery Aneta Bialon,Woman,DKNY,1,1.0
53787,Restjewellery Aneta Bialon,Woman,Alpha Saphir,1,1.0
53805,Restjewellery Aneta Bialon,Woman,Versace,1,1.0
53808,Restjewellery Aneta Bialon,Man,Versace,1,1.0
53826,Restjewellery Aneta Bialon,Woman,Justina,1,1.0
53829,Restjewellery Aneta Bialon,Man,Justina,1,1.0
53930,Restjewellery Aneta Bialon,Man,Pacific,1,1.0
53934,Restjewellery Aneta Bialon,Woman,Bulova,1,1.0
54087,Restjewellery Aneta Bialon,Woman,Ted Baker,1,1.0
54091,Restjewellery Aneta Bialon,Man,Ted Baker,1,1.0
54097,Restjewellery Aneta Bialon,Woman,Haurex,1,1.0
54161,Restjewellery Aneta Bialon,Woman,Meller,1,1.0
54166,Restjewellery Aneta Bialon,Man,Meller,1,1.0
54167,Restjewellery Aneta Bialon,Unisex,Meller,1,1.0
54196,Restjewellery Aneta Bialon,Woman,Cluse,1,1.0
54204,Restjewellery Aneta Bialon,Woman,CLUSE,1,1.0
54212,Restjewellery Aneta Bialon,Woman,Juicy Couture,1,1.0
54261,Restjewellery Aneta Bialon,Woman,Fossil,1,1.0
54270,Restjewellery Aneta Bialon,Unisex,Fossil,1,1.0
54308,Restjewellery Aneta Bialon,Woman,Briston,1,1.0
54309,Restjewellery Aneta Bialon,Man,Briston,1,1.0
54313,Restjewellery Aneta Bialon,Unisex,Briston,1,1.0
54337,Restjewellery Aneta Bialon,Woman,Ice Watch,1,1.0
54345,Restjewellery Aneta Bialon,Woman,Just Cavalli,1,1.0
54349,Restjewellery Aneta Bialon,Man,Just Cavalli,1,1.0
54383,Restjewellery Aneta Bialon,Woman,Gucci,1,1.0
54384,Restjewellery Aneta Bialon,Unisex,Gucci,1,1.0
54386,Restjewellery Aneta Bialon,Man,Gucci,1,1.0
54389,Restjewellery Aneta Bialon,Woman,Swatch,1,1.0
54398,Restjewellery Aneta Bialon,Unisex,Swatch,1,1.0
54406,Restjewellery Aneta Bialon,Man,Flik Flak,1,1.0
54408,Restjewellery Aneta Bialon,Man,Star Wars,1,1.0
54457,Restjewellery Aneta Bialon,Woman,Miss Sixty,1,1.0
54462,Restjewellery Aneta Bialon,Woman,Liebeskind Berlin,1,1.0
54500,Restjewellery Aneta Bialon,Man,Esprit,1,1.0
54547,Restjewellery Aneta Bialon,Unisex,Esprit,1,1.0
54579,Restjewellery Aneta Bialon,Woman,ODM,1,1.0
54626,Restjewellery Aneta Bialon,Woman,D1 Milano,1,1.0
54903,Restjewellery Aneta Bialon,Unisex,Calvin Klein,1,1.0
54928,Restjewellery Aneta Bialon,Unisex,Lotus,1,1.0
55351,Restjewellery Aneta Bialon,Woman,Radiant,1,1.0
55520,Restjewellery Aneta Bialon,Woman,Superdry,1,1.0
55533,Restjewellery Aneta Bialon,Woman,TOMMY HILFIGER,1,1.0
55537,Restjewellery Aneta Bialon,Woman,Tommy Hilfiger,1,1.0
55549,Restjewellery Aneta Bialon,Unisex,Light Time,1,1.0
55562,Restjewellery Aneta Bialon,Woman,Light Time,1,1.0
55620,Restjewellery Aneta Bialon,Woman,Chronotech,1,1.0
55623,Restjewellery Aneta Bialon,Woman,Hello Kitty,1,1.0
56378,Restjewellery Aneta Bialon,Woman,Breil,1,1.0
56396,Restjewellery Aneta Bialon,Man,Breil,1,1.0
56422,Restjewellery Aneta Bialon,Unisex,Diesel,1,1.0
56450,Restjewellery Aneta Bialon,Woman,Diesel,1,1.0
56458,Restjewellery Aneta Bialon,Woman,Tw Steel,1,1.0
56493,Restjewellery Aneta Bialon,Woman,The One,1,1.0
56497,Restjewellery Aneta Bialon,Unisex,The One,1,1.0
56530,Restjewellery Aneta Bialon,Woman,Emporio Armani,1,1.0
56590,Restjewellery Aneta Bialon,Unisex,Casio,1,1.0
56615,Restjewellery Aneta Bialon,Woman,Nautica,1,1.0
56755,Restjewellery Aneta Bialon,Woman,Orient,1,1.0
56789,Restjewellery Aneta Bialon,Man,SEIKO,1,1.0
56819,Restjewellery Aneta Bialon,Woman,Lorus,1,1.0
56912,Restjewellery Aneta Bialon,Woman,CASIO,1,1.0
56994,Restjewellery Aneta Bialon,Woman,Seiko,1,1.0
57440,Restjewellery Aneta Bialon,Woman,Thomas Sabo,1,1.0
57442,Restjewellery Aneta Bialon,Man,Thomas Sabo,1,1.0
57446,Restjewellery Aneta Bialon,Woman,Bobroff,1,1.0
57457,Restjewellery Aneta Bialon,Man,Bobroff,1,1.0
57488,Restjewellery Aneta Bialon,Woman,Strumento Marino,1,1.0
57552,Restjewellery Aneta Bialon,Man,Time Force,1,1.0
