,RESELLER,GENDER,BRAND,LM_Ratings,LM_Positive
162718,Onlineperfumy,Woman,Daniel Wellington,20,0.85
162720,Onlineperfumy,Man,Emporio Armani,20,0.85
162721,Onlineperfumy,Woman,Michael Kors,20,0.85
162725,Onlineperfumy,Man,Diesel,20,0.85
162760,Onlineperfumy,Man,Tommy Hilfiger,20,0.85
162769,Onlineperfumy,Woman,MICHAEL KORS,20,0.85
162778,Onlineperfumy,Man,EMPORIO ARMANI,20,0.85
162787,Onlineperfumy,Man,Daniel Wellington,20,0.85
162801,Onlineperfumy,Man,Vostok,20,0.85
162821,Onlineperfumy,Man,Michael Kors,20,0.85
162874,Onlineperfumy,Man,TOMMY HILFIGER,20,0.85
162892,Onlineperfumy,Man,Tissot,20,0.85
162998,Onlineperfumy,Woman,DANIEL WELLINGTON,20,0.85
163038,Onlineperfumy,Unisex,Daniel Wellington,20,0.85
163073,Onlineperfumy,Woman,Tommy Hilfiger,20,0.85
163086,Onlineperfumy,Woman,TOMMY HILFIGER,20,0.85
163193,Onlineperfumy,Unisex,Tommy Hilfiger,20,0.85
163321,Onlineperfumy,Unisex,Diesel,20,0.85
163436,Onlineperfumy,Woman,Emporio Armani,20,0.85
163444,Onlineperfumy,Woman,EMPORIO ARMANI,20,0.85
163693,Onlineperfumy,Woman,Calvin Klein,20,0.85
164092,Onlineperfumy,Unisex,Michael Kors,20,0.85
164285,Onlineperfumy,Man,Calvin Klein,20,0.85
164335,Onlineperfumy,Unisex,Calvin Klein,20,0.85
164336,Egusto,Man,Hugo Boss,6,1.0
164338,Egusto,Woman,Daniel Wellington,6,1.0
164340,Egusto,Man,Daniel Wellington,6,1.0
164341,Egusto,Man,DANIEL WELLINGTON,6,1.0
164344,Egusto,Man,Emporio Armani,6,1.0
164345,Egusto,Man,Orient,6,1.0
164351,Egusto,Woman,Michael Kors,6,1.0
164355,Egusto,Man,Diesel,6,1.0
164377,Egusto,Woman,DANIEL WELLINGTON,6,1.0
164381,Egusto,Unisex,Daniel Wellington,6,1.0
164393,Egusto,Woman,Tissot,6,1.0
164440,Egusto,Woman,Emporio Armani,6,1.0
164441,Egusto,Woman,MICHAEL KORS,6,1.0
164484,Egusto,Man,Michael Kors,6,1.0
164514,Decathlon,Unisex,Geonaute,4,0.0
164543,Pawroy,Man,Casio,1,1.0
164546,Pawroy,Man,Timex,1,1.0
164551,Pawroy,Man,Diesel,1,1.0
164559,Mojzegarek,Man,Casio,8,1.0
164560,Mojzegarek,Man,Diesel,8,1.0
164565,Mojzegarek,Woman,MICHAEL KORS,8,1.0
164566,Mojzegarek,Woman,Michael Kors,8,1.0
164575,Mojzegarek,Man,Fossil,8,1.0
164578,Mojzegarek,Unisex,DKNY,8,1.0
164579,Mojzegarek,Man,Armani Exchange,8,1.0
164580,Mojzegarek,Man,Armani_AX,8,1.0
164582,Mojzegarek,Man,Skagen,8,1.0
164592,Mojzegarek,Man,Emporio Armani,8,1.0
164603,Mojzegarek,Woman,Casio,8,1.0
164609,Mojzegarek,Man,FOSSIL,8,1.0
164613,Mojzegarek,Woman,Skagen,8,1.0
164628,Mojzegarek,Unisex,Skagen,8,1.0
164645,Mojzegarek,Woman,DKNY,8,1.0
164647,Mojzegarek,Woman,Dkny,8,1.0
164655,Mojzegarek,Woman,Cluse,8,1.0
164658,Mojzegarek,Woman,CLUSE,8,1.0
164679,Mojzegarek,Unisex,Cluse,8,1.0
164681,Mojzegarek,Woman,Fossil,8,1.0
164730,Mojzegarek,Unisex,Fossil,8,1.0
164775,Mojzegarek,Unisex,Diesel,8,1.0
164830,Mojzegarek,Woman,Armani Exchange,8,1.0
164831,Mojzegarek,Woman,Armani_AX,8,1.0
164841,Mojzegarek,Man,Adriatica,8,1.0
164851,Mojzegarek,Man,Orient,8,1.0
164871,Mojzegarek,Woman,Adriatica,8,1.0
164881,Mojzegarek,Unisex,Casio,8,1.0
165000,Mojzegarek,Unisex,Michael Kors,8,1.0
165027,Hard-Skin,Man,Casio,14,0.93
165030,Hard-Skin,Man,Vostok Europe,14,0.93
165033,Hard-Skin,Man,Vostok,14,0.93
165269,Hard-Skin,Woman,Casio,14,0.93
165433,Bigshop24,Man,Casio,1,1.0
165439,Bigshop24,Man,Perfect,1,1.0
165444,Bigshop24,Man,Gino,1,1.0
165445,Bigshop24,Man,GINO ROSSI,1,1.0
165447,Bigshop24,Man,Pacific,1,1.0
165468,Bigshop24,Woman,Rubicon,1,1.0
165477,Bigshop24,Woman,Gino,1,1.0
165483,Bigshop24,Woman,GINO ROSSI,1,1.0
165486,Bigshop24,Man,PERFECT,1,1.0
165558,Bigshop24,Man,Jordan Kerr,1,1.0
165559,Bigshop24,Woman,Jordan Kerr,1,1.0
165569,Zbrojownia,Man,Vostok Europe,31,0.94
165572,Zbrojownia,Man,Vostok,31,0.94
165816,Kraff,Man,Maurice Lacroix,0,0.0
165819,Kraff,Man,Oris,0,0.0
165827,Kraff,Woman,Maurice Lacroix,0,0.0
165863,Neo24,Man,Fitbit,302,0.94
165869,Neonet,Man,Fitbit,590,0.91
165875,Boutiqueshop,Man,Frederique,0,0.0
165876,Boutiqueshop,Man,Frederique Constant,0,0.0
165891,Boutiqueshop,Woman,Frederique,0,0.0
165892,Boutiqueshop,Woman,Frederique Constant,0,0.0
165901,Boutiqueshop,Man,Ice Watch,0,0.0
165903,Boutiqueshop,Woman,Ice Watch,0,0.0
165904,Boutiqueshop,Unisex,Ice Watch,0,0.0
165933,It-Shop24,Man,Casio,98,1.0
165937,It-Shop24,Woman,Casio,98,1.0
165945,Galante,Man,Rubicon,1,1.0
165953,Empik,Woman,Garett,176,0.93
165954,Empik,Man,Lotus,176,0.93
165961,E-Arttime,Man,Atlantic,3,1.0
165962,E-Arttime,Woman,Atlantic,3,1.0
165977,E-Arttime,Man,Aviator,3,1.0
166062,Tmzegarki,Man,Bobo Bird,0,0.0
166107,Tmzegarki,Man,Naviforce,0,0.0
166119,Tmzegarki,Woman,Naviforce,0,0.0
166124,X-Kom,Woman,Guess,475,0.98
166125,X-Kom,Man,Guess,475,0.98
166127,X-Kom,Unisex,Guess,475,0.98
166142,Urwis,Unisex,Pulio,46,0.89
166180,Stylowemarki24,Man,Pacific,2,0.5
166215,Stylowemarki24,Woman,Adexe,2,0.5
166216,Stylowemarki24,Man,Adexe,2,0.5
166217,Stylowemarki24,Man,ADEXE,2,0.5
166229,Stylowemarki24,Man,Diesel,2,0.5
166232,Stylowemarki24,Man,Gino,2,0.5
166233,Stylowemarki24,Man,Jordan Kerr,2,0.5
166235,Stylowemarki24,Woman,Jordan Kerr,2,0.5
166285,Stylowemarki24,Woman,Gino Rossi,2,0.5
166289,Stylowemarki24,Man,Casio,2,0.5
166313,Stylowemarki24,Woman,Casio,2,0.5
166331,Stylowemarki24,Unisex,Casio,2,0.5
166355,Totti,Unisex,Pulio,39,0.97
166361,Tiktaki,Woman,Timex,8,1.0
166363,Tiktaki,Man,Timex,8,1.0
166530,Tiktaki,Man,Adriatica,8,1.0
166535,Tiktaki,Woman,Adriatica,8,1.0
166617,Olfa,Man,Skmei,0,0.0
166631,Superwnetrze,Man,Philippi,55,0.96
166640,Hulahop,Woman,Ice Watch,3,0.67
166656,Top Racing,Man,Sparco,8,1.0
166661,Carbag,Woman,Xonix,0,0.0
