,RESELLER,GENDER,BRAND,Price_Original,LM_Ratings,LM_Positive
5751,Iokulary,Woman,Vogue,364.0,24.0,0.75
5752,Iokulary,Woman,Vogue,364.0,24.0,0.75
5753,Iokulary,Woman,Vogue,309.0,24.0,0.75
5754,Iokulary,Woman,Vogue,364.0,24.0,0.75
5755,Iokulary,Woman,Vogue,285.0,24.0,0.75
5756,Iokulary,Woman,Vogue,364.0,24.0,0.75
5757,Iokulary,Woman,Vogue,356.0,24.0,0.75
5758,Iokulary,Woman,Vogue,356.0,24.0,0.75
5759,Iokulary,Woman,Vogue,309.0,24.0,0.75
5760,Iokulary,Woman,Vogue,356.0,24.0,0.75
5761,Iokulary,Woman,Vogue,309.0,24.0,0.75
5762,Iokulary,Woman,Vogue,285.0,24.0,0.75
5763,Iokulary,Woman,Vogue,203.0,24.0,0.75
5764,Iokulary,Woman,Vogue,317.0,24.0,0.75
5765,Iokulary,Woman,Vogue,364.0,24.0,0.75
5766,Iokulary,Woman,Vogue,317.0,24.0,0.75
5767,Iokulary,Woman,Vogue,317.0,24.0,0.75
5768,Iokulary,Woman,Vogue,364.0,24.0,0.75
5769,Iokulary,Woman,Vogue,356.0,24.0,0.75
5770,Iokulary,Woman,Vogue,306.0,24.0,0.75
5771,Iokulary,Woman,Vogue,309.0,24.0,0.75
5772,Iokulary,Woman,Vogue,388.0,24.0,0.75
5773,Iokulary,Woman,Vogue,356.0,24.0,0.75
5774,Iokulary,Woman,Vogue,323.0,24.0,0.75
5775,Iokulary,Woman,Vogue,388.0,24.0,0.75
5776,Iokulary,Woman,Vogue,317.0,24.0,0.75
5777,Iokulary,Woman,Vogue,332.0,24.0,0.75
5778,Iokulary,Woman,Vogue,185.0,24.0,0.75
5779,Iokulary,Woman,Vogue,185.0,24.0,0.75
5780,Iokulary,Woman,Vogue,291.0,24.0,0.75
5781,Iokulary,Woman,Vogue,291.0,24.0,0.75
5782,Iokulary,Woman,Vogue,357.0,24.0,0.75
5783,Iokulary,Woman,Vogue,357.0,24.0,0.75
5784,Iokulary,Woman,Vogue,357.0,24.0,0.75
5785,Iokulary,Woman,Vogue,391.0,24.0,0.75
5786,Iokulary,Woman,Vogue,426.0,24.0,0.75
5787,Iokulary,Woman,Vogue,391.0,24.0,0.75
5788,Iokulary,Woman,Vogue,426.0,24.0,0.75
5789,Iokulary,Woman,Vogue,413.0,24.0,0.75
5790,Iokulary,Woman,Vogue,357.0,24.0,0.75
5791,Iokulary,Woman,Vogue,323.0,24.0,0.75
5792,Iokulary,Woman,Vogue,323.0,24.0,0.75
5793,Iokulary,Woman,Vogue,426.0,24.0,0.75
5794,Iokulary,Woman,Vogue,391.0,24.0,0.75
5795,Iokulary,Woman,Vogue,323.0,24.0,0.75
5796,Iokulary,Woman,Vogue,426.0,24.0,0.75
5797,Iokulary,Woman,Vogue,357.0,24.0,0.75
5798,Iokulary,Woman,Vogue,426.0,24.0,0.75
5799,Iokulary,Woman,Vogue,357.0,24.0,0.75
5800,Iokulary,Woman,Vogue,340.0,24.0,0.75
5801,Iokulary,Woman,Vogue,340.0,24.0,0.75
5802,Iokulary,Woman,Vogue,385.0,24.0,0.75
5803,Iokulary,Woman,Vogue,385.0,24.0,0.75
5804,Iokulary,Woman,Vogue,291.0,24.0,0.75
5805,Iokulary,Woman,Vogue,385.0,24.0,0.75
5806,Iokulary,Woman,Vogue,291.0,24.0,0.75
5807,Iokulary,Woman,Vogue,338.0,24.0,0.75
5808,Iokulary,Woman,Vogue,385.0,24.0,0.75
5809,Iokulary,Woman,Vogue,385.0,24.0,0.75
5810,Iokulary,Woman,Vogue,385.0,24.0,0.75
5811,Iokulary,Woman,Vogue,385.0,24.0,0.75
5812,Iokulary,Woman,Vogue,385.0,24.0,0.75
5813,Iokulary,Woman,Vogue,385.0,24.0,0.75
5814,Iokulary,Woman,Vogue,385.0,24.0,0.75
5815,Iokulary,Woman,Vogue,385.0,24.0,0.75
5816,Iokulary,Woman,Vogue,385.0,24.0,0.75
5817,Iokulary,Woman,Vogue,291.0,24.0,0.75
5818,Iokulary,Woman,Vogue,361.0,24.0,0.75
5819,Iokulary,Woman,Vogue,314.0,24.0,0.75
5820,Iokulary,Woman,Vogue,314.0,24.0,0.75
5821,Iokulary,Woman,Vogue,291.0,24.0,0.75
5822,Iokulary,Woman,Vogue,385.0,24.0,0.75
5823,Iokulary,Woman,Vogue,291.0,24.0,0.75
5824,Iokulary,Woman,Vogue,385.0,24.0,0.75
5825,Iokulary,Woman,Vogue,291.0,24.0,0.75
5826,Iokulary,Woman,Vogue,291.0,24.0,0.75
5827,Iokulary,Woman,Vogue,291.0,24.0,0.75
5828,Iokulary,Woman,Vogue,291.0,24.0,0.75
5829,Iokulary,Woman,Vogue,291.0,24.0,0.75
5830,Iokulary,Woman,Vogue,185.0,24.0,0.75
5831,Iokulary,Woman,Vogue,291.0,24.0,0.75
5832,Iokulary,Woman,Vogue,314.0,24.0,0.75
5833,Iokulary,Woman,Vogue,314.0,24.0,0.75
5834,Iokulary,Woman,Vogue,314.0,24.0,0.75
5835,Iokulary,Woman,Vogue,385.0,24.0,0.75
5836,Iokulary,Woman,Vogue,291.0,24.0,0.75
5837,Iokulary,Woman,Vogue,314.0,24.0,0.75
5838,Iokulary,Woman,Vogue,291.0,24.0,0.75
5839,Iokulary,Woman,Vogue,314.0,24.0,0.75
5840,Iokulary,Woman,Vogue,314.0,24.0,0.75
5841,Iokulary,Woman,Vogue,314.0,24.0,0.75
5842,Iokulary,Woman,Vogue,314.0,24.0,0.75
5843,Iokulary,Woman,Vogue,291.0,24.0,0.75
5844,Iokulary,Woman,Vogue,391.0,24.0,0.75
5845,Iokulary,Woman,Vogue,460.0,24.0,0.75
5846,Iokulary,Woman,Vogue,291.0,24.0,0.75
5847,Iokulary,Woman,Vogue,426.0,24.0,0.75
5848,Iokulary,Woman,Vogue,291.0,24.0,0.75
5849,Iokulary,Woman,Vogue,426.0,24.0,0.75
5850,Iokulary,Woman,Vogue,426.0,24.0,0.75
5851,Iokulary,Woman,Vogue,516.0,24.0,0.75
5852,Iokulary,Woman,Vogue,357.0,24.0,0.75
5853,Iokulary,Woman,Vogue,413.0,24.0,0.75
5854,Iokulary,Woman,Vogue,357.0,24.0,0.75
5855,Iokulary,Woman,Vogue,323.0,24.0,0.75
5856,Iokulary,Woman,Vogue,357.0,24.0,0.75
5857,Iokulary,Woman,Vogue,364.0,24.0,0.75
5858,Iokulary,Woman,Vogue,426.0,24.0,0.75
5859,Iokulary,Woman,Vogue,426.0,24.0,0.75
5860,Iokulary,Woman,Vogue,323.0,24.0,0.75
5861,Iokulary,Woman,Vogue,357.0,24.0,0.75
5862,Iokulary,Woman,Vogue,357.0,24.0,0.75
5863,Iokulary,Woman,Vogue,340.0,24.0,0.75
5864,Iokulary,Woman,Vogue,357.0,24.0,0.75
5865,Iokulary,Woman,Vogue,340.0,24.0,0.75
5866,Iokulary,Woman,Vogue,340.0,24.0,0.75
5867,Iokulary,Woman,Vogue,340.0,24.0,0.75
5868,Iokulary,Woman,Vogue,340.0,24.0,0.75
5869,Iokulary,Woman,Vogue,291.0,24.0,0.75
5870,Iokulary,Woman,Vogue,385.0,24.0,0.75
5871,Iokulary,Woman,Vogue,385.0,24.0,0.75
5872,Iokulary,Woman,Vogue,314.0,24.0,0.75
5873,Iokulary,Woman,Vogue,291.0,24.0,0.75
5874,Iokulary,Woman,Vogue,314.0,24.0,0.75
5875,Iokulary,Woman,Vogue,314.0,24.0,0.75
5876,Iokulary,Woman,Vogue,291.0,24.0,0.75
5877,Iokulary,Woman,Vogue,185.0,24.0,0.75
5878,Iokulary,Woman,Vogue,314.0,24.0,0.75
5879,Iokulary,Woman,Vogue,291.0,24.0,0.75
5880,Iokulary,Woman,Vogue,361.0,24.0,0.75
5881,Iokulary,Woman,Vogue,385.0,24.0,0.75
5882,Iokulary,Woman,Vogue,385.0,24.0,0.75
5883,Iokulary,Woman,Vogue,385.0,24.0,0.75
5884,Iokulary,Woman,Vogue,385.0,24.0,0.75
5885,Iokulary,Woman,Vogue,203.0,24.0,0.75
5886,Iokulary,Woman,Joop!,592.0,24.0,0.75
5887,Iokulary,,,556.0,24.0,0.75
5888,Iokulary,Woman,Joop!,605.0,24.0,0.75
5889,Iokulary,Woman,Rodenstock,784.0,24.0,0.75
5890,Iokulary,Woman,Rodenstock,833.0,24.0,0.75
5891,Iokulary,Woman,Rodenstock,981.0,24.0,0.75
5892,Iokulary,Woman,Rodenstock,456.0,24.0,0.75
5893,Iokulary,Woman,Rodenstock,541.0,24.0,0.75
5894,Iokulary,Woman,Rodenstock,541.0,24.0,0.75
5895,Iokulary,Woman,Rodenstock,541.0,24.0,0.75
5896,Iokulary,Woman,Rodenstock,541.0,24.0,0.75
5897,Iokulary,Woman,Rodenstock,643.0,24.0,0.75
5898,Iokulary,Woman,Rodenstock,541.0,24.0,0.75
5899,Iokulary,Woman,Rodenstock,728.0,24.0,0.75
5900,Iokulary,Woman,Rodenstock,541.0,24.0,0.75
5901,Iokulary,Woman,Rodenstock,846.0,24.0,0.75
5902,Iokulary,Woman,Rodenstock,643.0,24.0,0.75
5903,Iokulary,Woman,Rodenstock,541.0,24.0,0.75
5904,Iokulary,Woman,Rodenstock,932.0,24.0,0.75
5905,Iokulary,Woman,Rodenstock,456.0,24.0,0.75
5906,Iokulary,Woman,Rodenstock,735.0,24.0,0.75
5907,Iokulary,Woman,Rodenstock,735.0,24.0,0.75
5908,Iokulary,Woman,Rodenstock,883.0,24.0,0.75
5909,Iokulary,Woman,Rodenstock,833.0,24.0,0.75
5910,Iokulary,Woman,Rodenstock,883.0,24.0,0.75
5911,Iokulary,Woman,Rodenstock,643.0,24.0,0.75
5912,Iokulary,Woman,Rodenstock,541.0,24.0,0.75
5913,Iokulary,Woman,Rodenstock,728.0,24.0,0.75
5914,Iokulary,Woman,Rodenstock,541.0,24.0,0.75
5915,Iokulary,Woman,Rodenstock,728.0,24.0,0.75
5916,Iokulary,Woman,Rodenstock,388.0,24.0,0.75
5917,Iokulary,Woman,Rodenstock,784.0,24.0,0.75
5918,Iokulary,Woman,Rodenstock,388.0,24.0,0.75
5919,Iokulary,Woman,Rodenstock,784.0,24.0,0.75
5920,Iokulary,Woman,Rodenstock,456.0,24.0,0.75
5921,Iokulary,Woman,Rodenstock,784.0,24.0,0.75
5922,Iokulary,Woman,Rodenstock,643.0,24.0,0.75
5923,Iokulary,Woman,Rodenstock,735.0,24.0,0.75
5924,Iokulary,Woman,Rodenstock,735.0,24.0,0.75
5925,Iokulary,Woman,Rodenstock,735.0,24.0,0.75
5926,Iokulary,Woman,Rodenstock,574.0,24.0,0.75
5927,Iokulary,Woman,Rodenstock,728.0,24.0,0.75
5928,Iokulary,Woman,Rodenstock,784.0,24.0,0.75
5929,Iokulary,Woman,Rodenstock,883.0,24.0,0.75
5930,Iokulary,Woman,Rodenstock,833.0,24.0,0.75
5931,Iokulary,Woman,Rodenstock,541.0,24.0,0.75
5932,Iokulary,Woman,Rodenstock,456.0,24.0,0.75
5933,Iokulary,Woman,Rodenstock,728.0,24.0,0.75
5934,Iokulary,Woman,Rodenstock,643.0,24.0,0.75
5935,Iokulary,Woman,Rodenstock,541.0,24.0,0.75
5936,Iokulary,Woman,Rodenstock,541.0,24.0,0.75
5937,Iokulary,Woman,Rodenstock,541.0,24.0,0.75
5938,Iokulary,Woman,Rodenstock,784.0,24.0,0.75
5939,Iokulary,Woman,Rodenstock,932.0,24.0,0.75
5940,Iokulary,Woman,Rodenstock,735.0,24.0,0.75
5941,Iokulary,Woman,Rodenstock,833.0,24.0,0.75
5942,Iokulary,Woman,Rodenstock,981.0,24.0,0.75
5943,Iokulary,Woman,Rodenstock,1055.0,24.0,0.75
5944,Iokulary,Woman,Rodenstock,833.0,24.0,0.75
5945,Iokulary,Woman,Rodenstock,541.0,24.0,0.75
5946,Iokulary,Woman,Rodenstock,784.0,24.0,0.75
5947,Iokulary,Woman,Rodenstock,541.0,24.0,0.75
5948,Iokulary,Woman,Rodenstock,932.0,24.0,0.75
5949,Iokulary,Woman,Rodenstock,728.0,24.0,0.75
5950,Iokulary,Woman,Rodenstock,784.0,24.0,0.75
5951,Iokulary,Woman,Rodenstock,541.0,24.0,0.75
5952,Iokulary,Woman,Rodenstock,541.0,24.0,0.75
5953,Iokulary,Woman,Rodenstock,643.0,24.0,0.75
5954,Iokulary,Woman,Rodenstock,541.0,24.0,0.75
5955,Iokulary,Woman,Rodenstock,1055.0,24.0,0.75
5956,Iokulary,Woman,Rodenstock,541.0,24.0,0.75
5957,Iokulary,Woman,Rodenstock,1055.0,24.0,0.75
5958,Iokulary,Woman,Rodenstock,643.0,24.0,0.75
5959,Iokulary,Woman,Rodenstock,833.0,24.0,0.75
5960,Iokulary,Woman,Rodenstock,541.0,24.0,0.75
5961,Iokulary,Woman,Rodenstock,932.0,24.0,0.75
5962,Iokulary,Woman,Rodenstock,784.0,24.0,0.75
5963,Iokulary,Woman,Rodenstock,932.0,24.0,0.75
5964,Iokulary,Woman,Rodenstock,643.0,24.0,0.75
5965,Iokulary,Woman,Rodenstock,541.0,24.0,0.75
5966,Iokulary,Woman,Rodenstock,728.0,24.0,0.75
5967,Iokulary,Woman,Rodenstock,473.0,24.0,0.75
5968,Iokulary,Woman,Rodenstock,489.0,24.0,0.75
5969,Iokulary,Woman,Rodenstock,574.0,24.0,0.75
5970,Iokulary,Woman,Rodenstock,473.0,24.0,0.75
5971,Iokulary,Woman,Hugo Boss,702.0,24.0,0.75
5972,Iokulary,Woman,Hugo Boss,417.0,24.0,0.75
5973,Iokulary,Woman,Hugo Boss,540.0,24.0,0.75
5974,Iokulary,,,630.0,24.0,0.75
5975,Iokulary,Woman,Jimmy Choo,1464.0,24.0,0.75
5976,Iokulary,Woman,Jimmy Choo,1055.0,24.0,0.75
5977,Iokulary,Woman,Jimmy Choo,1055.0,24.0,0.75
5978,Iokulary,Woman,Jimmy Choo,1567.0,24.0,0.75
5979,Iokulary,Woman,Jimmy Choo,1155.0,24.0,0.75
5980,Iokulary,Woman,Jimmy Choo,1464.0,24.0,0.75
5981,Iokulary,Woman,Jimmy Choo,1148.0,24.0,0.75
5982,Iokulary,Woman,Jimmy Choo,1148.0,24.0,0.75
5983,Iokulary,Woman,Jimmy Choo,1365.0,24.0,0.75
5984,Iokulary,Woman,Jimmy Choo,1769.0,24.0,0.75
5985,Iokulary,Woman,Jimmy Choo,1118.0,24.0,0.75
5986,Iokulary,Woman,Jimmy Choo,1438.0,24.0,0.75
5987,Iokulary,Woman,Jimmy Choo,979.0,24.0,0.75
5988,Iokulary,Woman,Jimmy Choo,882.0,24.0,0.75
5989,Iokulary,Woman,Jimmy Choo,1976.0,24.0,0.75
5990,Iokulary,Woman,Jimmy Choo,831.0,24.0,0.75
5991,Iokulary,Woman,Jimmy Choo,1093.0,24.0,0.75
5992,Iokulary,Woman,Jimmy Choo,1175.0,24.0,0.75
5993,Iokulary,Woman,Jimmy Choo,1567.0,24.0,0.75
5994,Iokulary,Woman,Jimmy Choo,1118.0,24.0,0.75
5995,Iokulary,Woman,Jimmy Choo,1302.0,24.0,0.75
5996,Iokulary,Woman,Jimmy Choo,1302.0,24.0,0.75
5997,Iokulary,Woman,Jimmy Choo,1567.0,24.0,0.75
5998,Iokulary,Woman,Jimmy Choo,1464.0,24.0,0.75
5999,Iokulary,Woman,Jimmy Choo,1118.0,24.0,0.75
6000,Iokulary,Woman,Jimmy Choo,1350.0,24.0,0.75
6001,Iokulary,Woman,Jimmy Choo,1118.0,24.0,0.75
6002,Iokulary,Woman,Jimmy Choo,1155.0,24.0,0.75
6003,Iokulary,Woman,Jimmy Choo,863.0,24.0,0.75
6004,Iokulary,Woman,Jimmy Choo,918.0,24.0,0.75
6005,Iokulary,Woman,Jimmy Choo,1239.0,24.0,0.75
6006,Iokulary,Woman,Jimmy Choo,831.0,24.0,0.75
6007,Iokulary,Woman,Jimmy Choo,883.0,24.0,0.75
6008,Iokulary,Woman,Jimmy Choo,831.0,24.0,0.75
6009,Iokulary,Woman,Jimmy Choo,1239.0,24.0,0.75
6010,Iokulary,Woman,Jimmy Choo,1239.0,24.0,0.75
6011,Iokulary,Woman,Jimmy Choo,1097.0,24.0,0.75
6012,Iokulary,Woman,Jimmy Choo,1118.0,24.0,0.75
6013,Iokulary,Woman,Jimmy Choo,1118.0,24.0,0.75
6014,Iokulary,Woman,Jimmy Choo,1648.0,24.0,0.75
6015,Iokulary,Woman,Jimmy Choo,1262.0,24.0,0.75
6016,Iokulary,Woman,Jimmy Choo,918.0,24.0,0.75
6017,Iokulary,Woman,Jimmy Choo,959.0,24.0,0.75
6018,Iokulary,Woman,Jimmy Choo,1175.0,24.0,0.75
6019,Iokulary,Woman,Jimmy Choo,1363.0,24.0,0.75
6020,Iokulary,Woman,Jimmy Choo,1342.0,24.0,0.75
6021,Iokulary,Woman,Jimmy Choo,1363.0,24.0,0.75
6022,Iokulary,Woman,Jimmy Choo,1342.0,24.0,0.75
6023,Iokulary,Woman,Jimmy Choo,1363.0,24.0,0.75
6024,Iokulary,Woman,Jimmy Choo,1098.0,24.0,0.75
6025,Iokulary,Woman,Jimmy Choo,1246.0,24.0,0.75
6026,Iokulary,Woman,Jimmy Choo,1438.0,24.0,0.75
6027,Iokulary,Woman,Jimmy Choo,1246.0,24.0,0.75
6028,Iokulary,Woman,Jimmy Choo,1246.0,24.0,0.75
6029,Iokulary,Woman,Jimmy Choo,831.0,24.0,0.75
6030,Iokulary,Woman,Jimmy Choo,959.0,24.0,0.75
6031,Iokulary,Woman,Jimmy Choo,1158.0,24.0,0.75
6032,Iokulary,Woman,Jimmy Choo,1239.0,24.0,0.75
6033,Iokulary,Woman,Jimmy Choo,1361.0,24.0,0.75
6034,Iokulary,Woman,Jimmy Choo,1158.0,24.0,0.75
6035,Iokulary,Woman,Jimmy Choo,1234.0,24.0,0.75
6036,Iokulary,Woman,Jimmy Choo,1140.0,24.0,0.75
6037,Iokulary,Woman,Jimmy Choo,1118.0,24.0,0.75
6038,Iokulary,Woman,Jimmy Choo,1118.0,24.0,0.75
6039,Iokulary,Woman,Jimmy Choo,1464.0,24.0,0.75
6040,Iokulary,Woman,Jimmy Choo,918.0,24.0,0.75
6041,Iokulary,Woman,Jimmy Choo,831.0,24.0,0.75
6042,Iokulary,Woman,Jimmy Choo,1055.0,24.0,0.75
6043,Iokulary,Woman,Jimmy Choo,831.0,24.0,0.75
6044,Iokulary,Woman,Jimmy Choo,831.0,24.0,0.75
6045,Iokulary,Woman,Jimmy Choo,1976.0,24.0,0.75
6046,Iokulary,Woman,Jimmy Choo,831.0,24.0,0.75
6047,Iokulary,Woman,Jimmy Choo,883.0,24.0,0.75
6048,Iokulary,Woman,Jimmy Choo,1098.0,24.0,0.75
6049,Iokulary,Woman,Jimmy Choo,1158.0,24.0,0.75
6050,Iokulary,Woman,Jimmy Choo,1262.0,24.0,0.75
6051,Iokulary,Woman,Jimmy Choo,1361.0,24.0,0.75
6052,Iokulary,Woman,Jimmy Choo,975.0,24.0,0.75
6053,Iokulary,Woman,Jimmy Choo,1769.0,24.0,0.75
6054,Iokulary,Woman,Jimmy Choo,1246.0,24.0,0.75
6055,Iokulary,Woman,Jimmy Choo,1175.0,24.0,0.75
6056,Iokulary,Woman,Jimmy Choo,1234.0,24.0,0.75
6057,Iokulary,Woman,Jimmy Choo,1464.0,24.0,0.75
6058,Iokulary,Woman,Jimmy Choo,831.0,24.0,0.75
6059,Iokulary,Woman,Jimmy Choo,1464.0,24.0,0.75
6060,Iokulary,Woman,Jimmy Choo,1567.0,24.0,0.75
6061,Iokulary,Woman,Jimmy Choo,1464.0,24.0,0.75
6062,Iokulary,Woman,Jimmy Choo,1567.0,24.0,0.75
6063,Iokulary,,,435.0,24.0,0.75
6064,Iokulary,Woman,Jimmy Choo,1237.0,24.0,0.75
6065,Iokulary,Woman,Jimmy Choo,1158.0,24.0,0.75
6066,Iokulary,Woman,Jimmy Choo,1361.0,24.0,0.75
6067,Iokulary,Woman,Jimmy Choo,1342.0,24.0,0.75
6068,Iokulary,Woman,Jimmy Choo,1365.0,24.0,0.75
6069,Iokulary,Woman,Jimmy Choo,1365.0,24.0,0.75
6070,Iokulary,,,404.0,24.0,0.75
6071,Iokulary,Woman,Jimmy Choo,881.0,24.0,0.75
6072,Iokulary,Woman,Jimmy Choo,957.0,24.0,0.75
6073,Iokulary,Woman,Jimmy Choo,1155.0,24.0,0.75
6074,Iokulary,Woman,Jimmy Choo,1237.0,24.0,0.75
6075,Iokulary,Woman,Jimmy Choo,1455.0,24.0,0.75
6076,Iokulary,Woman,Jimmy Choo,1158.0,24.0,0.75
6077,Iokulary,Woman,Jimmy Choo,1118.0,24.0,0.75
6078,Iokulary,Woman,Jimmy Choo,831.0,24.0,0.75
6079,Iokulary,Woman,Jimmy Choo,1158.0,24.0,0.75
6080,Iokulary,Woman,Jimmy Choo,1118.0,24.0,0.75
6081,Iokulary,Woman,Jimmy Choo,1118.0,24.0,0.75
6082,Iokulary,Woman,Jimmy Choo,1118.0,24.0,0.75
6083,Iokulary,Woman,Jimmy Choo,1175.0,24.0,0.75
6084,Iokulary,Woman,Jimmy Choo,918.0,24.0,0.75
6085,Iokulary,Woman,Jimmy Choo,1464.0,24.0,0.75
6086,Iokulary,Woman,Jimmy Choo,881.0,24.0,0.75
6087,Iokulary,Woman,Jimmy Choo,1175.0,24.0,0.75
6088,Iokulary,Woman,Jimmy Choo,975.0,24.0,0.75
6089,Iokulary,Woman,Jimmy Choo,1262.0,24.0,0.75
6090,Iokulary,Woman,Jimmy Choo,959.0,24.0,0.75
6091,Iokulary,Woman,Jimmy Choo,1262.0,24.0,0.75
6092,Iokulary,Woman,Jimmy Choo,979.0,24.0,0.75
6093,Iokulary,Woman,Jimmy Choo,1246.0,24.0,0.75
6094,Iokulary,Woman,Jimmy Choo,1118.0,24.0,0.75
6095,Iokulary,Woman,Jimmy Choo,1514.0,24.0,0.75
6096,Iokulary,Woman,Jimmy Choo,1175.0,24.0,0.75
6097,Iokulary,Woman,Jimmy Choo,1567.0,24.0,0.75
6098,Iokulary,Woman,Jimmy Choo,1361.0,24.0,0.75
6099,Iokulary,Woman,Jimmy Choo,831.0,24.0,0.75
6100,Iokulary,Woman,Jimmy Choo,1359.0,24.0,0.75
6101,Iokulary,Woman,Jimmy Choo,1244.0,24.0,0.75
6102,Iokulary,Woman,Jimmy Choo,831.0,24.0,0.75
6103,Iokulary,Woman,Jimmy Choo,1239.0,24.0,0.75
6104,Iokulary,Woman,Jimmy Choo,1359.0,24.0,0.75
6105,Iokulary,Woman,Jimmy Choo,1361.0,24.0,0.75
6106,Iokulary,Woman,Jimmy Choo,1629.0,24.0,0.75
6107,Iokulary,Woman,Jimmy Choo,1302.0,24.0,0.75
6108,Iokulary,Woman,Jimmy Choo,1118.0,24.0,0.75
6109,Iokulary,Woman,Jimmy Choo,1246.0,24.0,0.75
6110,Iokulary,Woman,Jimmy Choo,1464.0,24.0,0.75
6111,Iokulary,Woman,Jimmy Choo,1262.0,24.0,0.75
6112,Iokulary,Woman,Jimmy Choo,1055.0,24.0,0.75
6113,Iokulary,Woman,Jimmy Choo,893.0,24.0,0.75
6114,Iokulary,Woman,Jimmy Choo,1158.0,24.0,0.75
6115,Iokulary,Woman,Jimmy Choo,1916.0,24.0,0.75
6116,Iokulary,Woman,Jimmy Choo,1239.0,24.0,0.75
6117,Iokulary,Woman,Jimmy Choo,1239.0,24.0,0.75
6118,Iokulary,Woman,Jimmy Choo,1118.0,24.0,0.75
6119,Iokulary,Woman,Jimmy Choo,1464.0,24.0,0.75
6120,Iokulary,Woman,Jimmy Choo,1246.0,24.0,0.75
6121,Iokulary,Woman,Jimmy Choo,1342.0,24.0,0.75
6122,Iokulary,Woman,Jimmy Choo,1438.0,24.0,0.75
6123,Iokulary,Woman,Jimmy Choo,1464.0,24.0,0.75
6124,Iokulary,Woman,Jimmy Choo,1060.0,24.0,0.75
6125,Iokulary,Woman,Jimmy Choo,1280.0,24.0,0.75
6126,Iokulary,Woman,Jimmy Choo,1277.0,24.0,0.75
6127,Iokulary,Woman,Jimmy Choo,1118.0,24.0,0.75
6128,Iokulary,Woman,Jimmy Choo,959.0,24.0,0.75
6129,Iokulary,Woman,Jimmy Choo,1361.0,24.0,0.75
6130,Iokulary,Woman,Jimmy Choo,1118.0,24.0,0.75
6131,Iokulary,Woman,Jimmy Choo,1358.0,24.0,0.75
6132,Iokulary,Woman,Jimmy Choo,1359.0,24.0,0.75
6133,Iokulary,Woman,Jimmy Choo,831.0,24.0,0.75
6134,Iokulary,Woman,Jimmy Choo,1359.0,24.0,0.75
6135,Iokulary,Woman,Jimmy Choo,1368.0,24.0,0.75
6136,Iokulary,Woman,Jimmy Choo,1464.0,24.0,0.75
6137,Iokulary,Woman,Jimmy Choo,1158.0,24.0,0.75
6138,Iokulary,Woman,Jimmy Choo,1361.0,24.0,0.75
6139,Iokulary,Woman,Jimmy Choo,1350.0,24.0,0.75
6140,Iokulary,Woman,Jimmy Choo,1359.0,24.0,0.75
6141,Iokulary,Woman,Jimmy Choo,893.0,24.0,0.75
6142,Iokulary,Woman,Jimmy Choo,1341.0,24.0,0.75
6143,Iokulary,Woman,Jimmy Choo,1361.0,24.0,0.75
6144,Iokulary,Woman,Jimmy Choo,1055.0,24.0,0.75
6145,Iokulary,Woman,Tommy Hilfiger,525.0,24.0,0.75
6146,Iokulary,Woman,Tommy Hilfiger,483.0,24.0,0.75
6147,Iokulary,Woman,Tommy Hilfiger,487.0,24.0,0.75
6148,Iokulary,Woman,Tommy Hilfiger,660.0,24.0,0.75
6149,Iokulary,Woman,Tommy Hilfiger,677.0,24.0,0.75
6150,Iokulary,Woman,Tommy Hilfiger,671.0,24.0,0.75
6151,Iokulary,Woman,Tommy Hilfiger,570.0,24.0,0.75
6152,Iokulary,Woman,Tommy Hilfiger,570.0,24.0,0.75
6153,Iokulary,Woman,Tommy Hilfiger,522.0,24.0,0.75
6154,Iokulary,Woman,Tommy Hilfiger,518.0,24.0,0.75
6155,Iokulary,Woman,Tommy Hilfiger,570.0,24.0,0.75
6156,Iokulary,Woman,Tommy Hilfiger,627.0,24.0,0.75
6157,Iokulary,Woman,Tommy Hilfiger,488.0,24.0,0.75
6158,Iokulary,Woman,Tommy Hilfiger,668.0,24.0,0.75
6159,Iokulary,Woman,Tommy Hilfiger,623.0,24.0,0.75
6160,Iokulary,Woman,Tommy Hilfiger,584.0,24.0,0.75
6161,Iokulary,Woman,Tommy Hilfiger,584.0,24.0,0.75
6162,Iokulary,Woman,Tommy Hilfiger,602.0,24.0,0.75
6163,Iokulary,Woman,Tommy Hilfiger,530.0,24.0,0.75
6164,Iokulary,Woman,Tommy Hilfiger,492.0,24.0,0.75
6165,Iokulary,Woman,Tommy Hilfiger,492.0,24.0,0.75
6166,Iokulary,Woman,Tommy Hilfiger,627.0,24.0,0.75
6167,Iokulary,Woman,Tommy Hilfiger,564.0,24.0,0.75
6168,Iokulary,Woman,Tommy Hilfiger,668.0,24.0,0.75
6169,Iokulary,Woman,Tommy Hilfiger,588.0,24.0,0.75
6170,Iokulary,Woman,Tommy Hilfiger,588.0,24.0,0.75
6171,Iokulary,Woman,Tommy Hilfiger,647.0,24.0,0.75
6172,Iokulary,Woman,Tommy Hilfiger,584.0,24.0,0.75
6173,Iokulary,Woman,Tommy Hilfiger,651.0,24.0,0.75
6174,Iokulary,Woman,Tommy Hilfiger,592.0,24.0,0.75
6175,Iokulary,Woman,Tommy Hilfiger,550.0,24.0,0.75
6176,Iokulary,Woman,Tommy Hilfiger,452.0,24.0,0.75
6177,Iokulary,Woman,Tommy Hilfiger,633.0,24.0,0.75
