,RESELLER,GENDER,BRAND,Price_Original,LM_Ratings,LM_Positive
180,Vision Express,Man,UNOFFICIAL,199.0,0,0.0
181,Vision Express,Man,D BY D,199.0,0,0.0
182,Vision Express,Man,Julius,399.0,0,0.0
183,Vision Express,Man,UNOFFICIAL,199.0,0,0.0
184,Vision Express,Man,D BY D,199.0,0,0.0
185,Vision Express,Man,HERITAGE,399.0,0,0.0
186,Vision Express,Man,D BY D,199.0,0,0.0
187,Vision Express,Man,RAY BAN,749.0,0,0.0
188,Vision Express,Man,PRADA,899.0,0,0.0
189,Vision Express,Man,RAY BAN,999.0,0,0.0
190,Vision Express,Man,UNOFFICIAL,99.0,0,0.0
191,Vision Express,Man,UNOFFICIAL,99.0,0,0.0
192,Vision Express,Man,D BY D,199.0,0,0.0
193,Vision Express,Man,LEVIS,399.0,0,0.0
194,Vision Express,Man,Julius,449.0,0,0.0
195,Vision Express,Man,HUGO BOSS,799.0,0,0.0
196,Vision Express,Man,LEVIS,399.0,0,0.0
197,Vision Express,Man,UNOFFICIAL,199.0,0,0.0
198,Vision Express,Man,RAY BAN,899.0,0,0.0
199,Vision Express,Man,HUGO BOSS,799.0,0,0.0
200,Vision Express,Man,UNOFFICIAL,199.0,0,0.0
201,Vision Express,Man,UNOFFICIAL,199.0,0,0.0
202,Vision Express,Man,CARRERA,549.0,0,0.0
203,Vision Express,Man,UNOFFICIAL,249.0,0,0.0
204,Vision Express,Man,EMPORIO ARMANI,699.0,0,0.0
205,Vision Express,Man,Julius,399.0,0,0.0
206,Vision Express,Man,HERITAGE,399.0,0,0.0
207,Vision Express,Man,HAWKERS,229.0,0,0.0
208,Vision Express,Man,Julius,399.0,0,0.0
209,Vision Express,Man,RAY BAN,749.0,0,0.0
210,Vision Express,Man,KOMONO,299.0,0,0.0
211,Vision Express,Man,D BY D,199.0,0,0.0
212,Vision Express,Man,CARRERA,599.0,0,0.0
213,Vision Express,Man,D BY D,199.0,0,0.0
214,Vision Express,Man,UNOFFICIAL,299.0,0,0.0
215,Vision Express,Man,UNOFFICIAL,299.0,0,0.0
216,Vision Express,Man,CARRERA,499.0,0,0.0
217,Vision Express,Man,PRIVE REVAUX,199.0,0,0.0
218,Vision Express,Man,PUMA,649.0,0,0.0
219,Vision Express,Man,HUGO BOSS,899.0,0,0.0
220,Vision Express,Woman,RALPH,599.0,0,0.0
221,Vision Express,Woman,TOMMY HILFIGER,449.0,0,0.0
222,Vision Express,Woman,D BY D,99.0,0,0.0
223,Vision Express,Woman,D BY D,99.0,0,0.0
224,Vision Express,Woman,TOMMY HILFIGER,449.0,0,0.0
225,Vision Express,Woman,POLAROID,279.0,0,0.0
226,Vision Express,Woman,D BY D,99.0,0,0.0
227,Vision Express,Woman,D BY D,79.0,0,0.0
228,Vision Express,Woman,RALPH,499.0,0,0.0
229,Vision Express,Woman,POLAROID,279.0,0,0.0
230,Vision Express,Woman,D BY D,99.0,0,0.0
231,Vision Express,Woman,TOMMY HILFIGER,449.0,0,0.0
232,Vision Express,Woman,RALPH,499.0,0,0.0
233,Vision Express,Woman,POLAROID,279.0,0,0.0
234,Vision Express,Woman,UNOFFICIAL,199.0,0,0.0
235,Vision Express,Woman,RALPH,599.0,0,0.0
236,Vision Express,Woman,SEEN,149.0,0,0.0
237,Vision Express,Woman,PRIVE REVAUX,169.0,0,0.0
238,Vision Express,Woman,RAY BAN,549.0,0,0.0
239,Vision Express,Woman,TOMMY HILFIGER,449.0,0,0.0
240,Vision Express,Woman,UNOFFICIAL,199.0,0,0.0
241,Vision Express,Woman,POLAROID,279.0,0,0.0
242,Vision Express,Woman,POLAROID,279.0,0,0.0
243,Vision Express,Woman,D BY D,79.0,0,0.0
244,Vision Express,Woman,POLAROID,279.0,0,0.0
245,Vision Express,Woman,PRIVE REVAUX,199.0,0,0.0
246,Vision Express,Woman,SEEN,49.0,0,0.0
247,Vision Express,Woman,POLAROID,279.0,0,0.0
248,Vision Express,Woman,POLAROID,279.0,0,0.0
249,Vision Express,Woman,UNOFFICIAL,199.0,0,0.0
250,Vision Express,Woman,SEEN,59.0,0,0.0
251,Vision Express,Woman,RALPH,499.0,0,0.0
252,Vision Express,Woman,POLAROID,279.0,0,0.0
253,Vision Express,Woman,GUESS,349.0,0,0.0
254,Vision Express,Woman,PRIVE REVAUX,169.0,0,0.0
255,Vision Express,Woman,UNOFFICIAL,129.0,0,0.0
256,Vision Express,Woman,SEEN,99.0,0,0.0
257,Vision Express,Woman,D BY D,99.0,0,0.0
258,Vision Express,Woman,D BY D,99.0,0,0.0
259,Vision Express,Woman,SEEN,99.0,0,0.0
260,Vision Express,Woman,D BY D,199.0,0,0.0
261,Vision Express,Woman,PRIVE REVAUX,199.0,0,0.0
262,Vision Express,Woman,SEEN,59.0,0,0.0
263,Vision Express,Woman,SEEN,149.0,0,0.0
264,Vision Express,Woman,POLAROID,279.0,0,0.0
265,Vision Express,Woman,C-LINE,249.0,0,0.0
266,Vision Express,Woman,PRIVE REVAUX,169.0,0,0.0
267,Vision Express,Woman,PRIVE REVAUX,169.0,0,0.0
268,Vision Express,Woman,SEEN,99.0,0,0.0
269,Vision Express,Woman,SENSAYA,399.0,0,0.0
270,Vision Express,Woman,POLAROID,279.0,0,0.0
271,Vision Express,Woman,PRIVE REVAUX,199.0,0,0.0
272,Vision Express,Woman,FOSSIL,399.0,0,0.0
273,Vision Express,Woman,VOGUE,499.0,0,0.0
274,Vision Express,Woman,SENSAYA,399.0,0,0.0
275,Vision Express,Woman,PRIVE REVAUX,169.0,0,0.0
276,Vision Express,Woman,SEEN,99.0,0,0.0
277,Vision Express,Woman,TOMMY HILFIGER,449.0,0,0.0
278,Vision Express,Woman,PRIVE REVAUX,169.0,0,0.0
279,Vision Express,Woman,GUESS,349.0,0,0.0
280,Vision Express,Woman,POLAROID,279.0,0,0.0
281,Vision Express,Woman,D BY D,199.0,0,0.0
282,Vision Express,Woman,FOSSIL,399.0,0,0.0
283,Vision Express,Woman,SEEN,79.0,0,0.0
284,Vision Express,Woman,RAY BAN,499.0,0,0.0
285,Vision Express,Woman,RALPH,499.0,0,0.0
286,Vision Express,Woman,SENSAYA,399.0,0,0.0
287,Vision Express,Woman,FOSSIL,449.0,0,0.0
288,Vision Express,Woman,UNOFFICIAL,199.0,0,0.0
289,Vision Express,Woman,D BY D,199.0,0,0.0
290,Vision Express,Woman,PRIVE REVAUX,169.0,0,0.0
291,Vision Express,Woman,POLAROID,279.0,0,0.0
292,Vision Express,Woman,VOGUE,499.0,0,0.0
293,Vision Express,Woman,UNOFFICIAL,199.0,0,0.0
294,Vision Express,Woman,SENSAYA,399.0,0,0.0
295,Vision Express,Woman,UNOFFICIAL,129.0,0,0.0
296,Vision Express,Woman,LEVIS,399.0,0,0.0
297,Vision Express,Woman,RALPH,549.0,0,0.0
298,Vision Express,Woman,POLAROID,279.0,0,0.0
299,Vision Express,Woman,UNOFFICIAL,199.0,0,0.0
300,Vision Express,Woman,POLAROID,279.0,0,0.0
301,Vision Express,Woman,POLAROID,279.0,0,0.0
302,Vision Express,Woman,RAY BAN,749.0,0,0.0
303,Vision Express,Woman,UNOFFICIAL,199.0,0,0.0
304,Vision Express,Woman,C-LINE,249.0,0,0.0
305,Vision Express,Woman,POLAROID,279.0,0,0.0
306,Vision Express,Woman,FOSSIL,399.0,0,0.0
307,Vision Express,Woman,VOGUE,499.0,0,0.0
308,Vision Express,Woman,LEVIS,399.0,0,0.0
309,Vision Express,Woman,UNOFFICIAL,59.0,0,0.0
310,Vision Express,Woman,UNOFFICIAL,199.0,0,0.0
311,Vision Express,Woman,D BY D,79.0,0,0.0
312,Vision Express,Woman,POLAROID,279.0,0,0.0
313,Vision Express,Woman,TOMMY HILFIGER,449.0,0,0.0
314,Vision Express,Woman,RAY BAN,549.0,0,0.0
315,Vision Express,Woman,UNOFFICIAL,199.0,0,0.0
316,Vision Express,Woman,UNOFFICIAL,199.0,0,0.0
317,Vision Express,Woman,SEEN,149.0,0,0.0
318,Vision Express,Woman,BURBERRY,899.0,0,0.0
319,Vision Express,Woman,UNOFFICIAL,199.0,0,0.0
320,Vision Express,Woman,POLAROID,279.0,0,0.0
321,Vision Express,Woman,FOSSIL,399.0,0,0.0
322,Vision Express,Woman,UNOFFICIAL,59.0,0,0.0
323,Vision Express,Woman,SOLARIS,199.0,0,0.0
324,Vision Express,Woman,GUESS,349.0,0,0.0
325,Vision Express,Woman,D BY D,199.0,0,0.0
326,Vision Express,Woman,D BY D,99.0,0,0.0
327,Vision Express,Woman,D BY D,99.0,0,0.0
328,Vision Express,Woman,KOMONO,299.0,0,0.0
329,Vision Express,Woman,POLAROID,279.0,0,0.0
330,Vision Express,Woman,SEEN,99.0,0,0.0
331,Vision Express,Woman,UNOFFICIAL,199.0,0,0.0
332,Vision Express,Woman,VOGUE,499.0,0,0.0
333,Vision Express,Woman,RAY BAN,549.0,0,0.0
334,Vision Express,Woman,RAY BAN,499.0,0,0.0
335,Vision Express,Woman,GUESS,349.0,0,0.0
336,Vision Express,Woman,D BY D,199.0,0,0.0
337,Vision Express,Woman,UNOFFICIAL,129.0,0,0.0
338,Vision Express,Woman,PRIVE REVAUX,199.0,0,0.0
339,Vision Express,Woman,D BY D,199.0,0,0.0
340,Vision Express,Woman,VOGUE,499.0,0,0.0
341,Vision Express,Woman,PRIVE REVAUX,199.0,0,0.0
342,Vision Express,Woman,GUCCI,899.0,0,0.0
343,Vision Express,Woman,LEVIS,399.0,0,0.0
344,Vision Express,Woman,UNOFFICIAL,59.0,0,0.0
345,Vision Express,Woman,FOSSIL,449.0,0,0.0
346,Vision Express,Woman,UNOFFICIAL,59.0,0,0.0
347,Vision Express,Woman,UNOFFICIAL,59.0,0,0.0
348,Vision Express,Woman,POLAROID,279.0,0,0.0
349,Vision Express,Woman,UNOFFICIAL,59.0,0,0.0
350,Vision Express,Woman,BURBERRY,899.0,0,0.0
351,Vision Express,Woman,UNOFFICIAL,199.0,0,0.0
352,Vision Express,Woman,SENSAYA,399.0,0,0.0
353,Vision Express,Woman,SEEN,99.0,0,0.0
354,Vision Express,Woman,SEEN,149.0,0,0.0
355,Vision Express,Woman,GUCCI,1099.0,0,0.0
356,Vision Express,Woman,VOGUE,499.0,0,0.0
357,Vision Express,Woman,POLAROID,279.0,0,0.0
358,Vision Express,Woman,BURBERRY,899.0,0,0.0
359,Vision Express,Woman,UNOFFICIAL,129.0,0,0.0
360,Vision Express,Woman,SEEN,149.0,0,0.0
361,Vision Express,Woman,PRADA,1199.0,0,0.0
362,Vision Express,Woman,UNOFFICIAL,199.0,0,0.0
363,Vision Express,Woman,SEEN,59.0,0,0.0
364,Vision Express,Woman,UNOFFICIAL,199.0,0,0.0
365,Vision Express,Woman,UNOFFICIAL,199.0,0,0.0
366,Vision Express,Woman,UNOFFICIAL,129.0,0,0.0
367,Vision Express,Woman,HERITAGE,499.0,0,0.0
368,Vision Express,Woman,RALPH,499.0,0,0.0
369,Vision Express,Woman,UNOFFICIAL,59.0,0,0.0
370,Vision Express,Woman,SEEN,149.0,0,0.0
371,Vision Express,Woman,PRIVE REVAUX,199.0,0,0.0
372,Vision Express,Woman,UNOFFICIAL,199.0,0,0.0
373,Vision Express,Woman,D BY D,199.0,0,0.0
374,Vision Express,Woman,BURBERRY,799.0,0,0.0
375,Vision Express,Woman,PRIVE REVAUX,199.0,0,0.0
376,Vision Express,Woman,POLAROID,279.0,0,0.0
377,Vision Express,Woman,VOGUE,499.0,0,0.0
378,Vision Express,Woman,LEVIS,399.0,0,0.0
379,Vision Express,Woman,SEEN,149.0,0,0.0
380,Vision Express,Woman,UNOFFICIAL,299.0,0,0.0
381,Vision Express,Woman,PRIVE REVAUX,169.0,0,0.0
382,Vision Express,Woman,UNOFFICIAL,199.0,0,0.0
383,Vision Express,Woman,RAY BAN,749.0,0,0.0
384,Vision Express,Woman,BURBERRY,899.0,0,0.0
385,Vision Express,Woman,BURBERRY,899.0,0,0.0
386,Vision Express,Woman,D BY D,199.0,0,0.0
387,Vision Express,Woman,PRADA,1499.0,0,0.0
388,Vision Express,Woman,RALPH,499.0,0,0.0
389,Vision Express,Woman,GUCCI,1399.0,0,0.0
390,Vision Express,Woman,D BY D,199.0,0,0.0
391,Vision Express,Woman,UNOFFICIAL,199.0,0,0.0
392,Vision Express,Woman,RAY BAN,749.0,0,0.0
393,Vision Express,Woman,D BY D,199.0,0,0.0
394,Vision Express,Woman,KOMONO,299.0,0,0.0
395,Vision Express,Woman,UNOFFICIAL,249.0,0,0.0
396,Vision Express,Woman,HERITAGE,499.0,0,0.0
397,Vision Express,Woman,LEVIS,399.0,0,0.0
398,Vision Express,Woman,SEEN,149.0,0,0.0
399,Vision Express,Woman,SENSAYA,399.0,0,0.0
400,Eobuwie,Woman,Boss,499.0,9358.0,0.97
401,Eobuwie,Woman,Boss,429.0,9358.0,0.97
402,Eobuwie,Woman,Boss,339.0,9358.0,0.97
403,Eobuwie,Woman,Boss,589.0,9358.0,0.97
404,Eobuwie,Woman,Boss,689.0,9358.0,0.97
405,Eobuwie,Woman,Furla,599.0,9358.0,0.97
406,Eobuwie,Woman,Furla,709.0,9358.0,0.97
407,Eobuwie,Woman,Furla,599.0,9358.0,0.97
408,Eobuwie,Woman,Furla,489.0,9358.0,0.97
409,Eobuwie,Woman,Furla,709.0,9358.0,0.97
410,Eobuwie,Woman,Furla,839.0,9358.0,0.97
411,Eobuwie,Woman,Furla,709.0,9358.0,0.97
412,Eobuwie,Woman,Furla,799.0,9358.0,0.97
413,Eobuwie,Woman,Furla,709.0,9358.0,0.97
414,Eobuwie,Woman,Furla,499.0,9358.0,0.97
415,Eobuwie,Woman,Furla,709.0,9358.0,0.97
416,Eobuwie,Woman,Furla,709.0,9358.0,0.97
417,Eobuwie,Woman,Furla,709.0,9358.0,0.97
418,Eobuwie,Woman,Furla,709.0,9358.0,0.97
419,Eobuwie,Woman,Furla,709.0,9358.0,0.97
420,Eobuwie,Woman,Furla,479.0,9358.0,0.97
421,Eobuwie,Woman,Furla,559.0,9358.0,0.97
422,Eobuwie,Woman,Furla,549.0,9358.0,0.97
423,Eobuwie,Woman,Furla,479.0,9358.0,0.97
424,Eobuwie,Woman,Furla,449.0,9358.0,0.97
425,Eobuwie,Woman,Furla,589.0,9358.0,0.97
426,Eobuwie,Woman,Marella,439.0,9358.0,0.97
427,Eobuwie,Woman,Marella,439.0,9358.0,0.97
428,Eobuwie,,,229.0,9358.0,0.97
429,Eobuwie,,,229.0,9358.0,0.97
430,Eobuwie,,,309.0,9358.0,0.97
431,Eobuwie,,,229.0,9358.0,0.97
432,Eobuwie,,,259.0,9358.0,0.97
433,Eobuwie,,,229.0,9358.0,0.97
434,Eobuwie,,,259.0,9358.0,0.97
435,Eobuwie,Woman,Marc Jacobs,589.0,9358.0,0.97
436,Eobuwie,Woman,Marc Jacobs,659.0,9358.0,0.97
437,Eobuwie,Woman,Marc Jacobs,719.0,9358.0,0.97
438,Eobuwie,Woman,Marc Jacobs,489.0,9358.0,0.97
439,Eobuwie,Woman,Hugo,419.0,9358.0,0.97
440,Eobuwie,Woman,Hugo,339.0,9358.0,0.97
441,Eobuwie,Woman,Hugo,779.0,9358.0,0.97
442,Eobuwie,Woman,Hugo,499.0,9358.0,0.97
443,Eobuwie,Woman,Hugo,449.0,9358.0,0.97
444,Eobuwie,Woman,Hugo,359.0,9358.0,0.97
445,Eobuwie,Woman,Hugo,359.0,9358.0,0.97
446,Eobuwie,Woman,Hugo,1079.0,9358.0,0.97
447,Eobuwie,Woman,Hugo,419.0,9358.0,0.97
448,Eobuwie,Woman,Hugo,329.0,9358.0,0.97
449,Eobuwie,Woman,Hugo,479.0,9358.0,0.97
450,Eobuwie,Woman,Hugo,529.0,9358.0,0.97
451,Eobuwie,Woman,Nike,189.0,9358.0,0.97
452,Eobuwie,Woman,Nike,229.0,9358.0,0.97
453,Eobuwie,Woman,Nike,339.0,9358.0,0.97
454,Eobuwie,Woman,Nike,339.0,9358.0,0.97
455,Eobuwie,Woman,Nike,399.0,9358.0,0.97
456,Eobuwie,Woman,Nike,379.0,9358.0,0.97
457,Eobuwie,Woman,Nike,249.0,9358.0,0.97
458,Eobuwie,Woman,Nike,479.0,9358.0,0.97
459,Eobuwie,Woman,Nike,299.0,9358.0,0.97
460,Eobuwie,Woman,Nike,369.0,9358.0,0.97
461,Eobuwie,Woman,Nike,419.0,9358.0,0.97
462,Eobuwie,Woman,Nike,289.0,9358.0,0.97
463,Eobuwie,Woman,Nike,239.0,9358.0,0.97
464,Eobuwie,Woman,Nike,249.0,9358.0,0.97
465,Eobuwie,Woman,Nike,399.0,9358.0,0.97
466,Eobuwie,Woman,Nike,219.0,9358.0,0.97
467,Eobuwie,Woman,Nike,319.0,9358.0,0.97
468,Eobuwie,Woman,Nike,229.0,9358.0,0.97
469,Eobuwie,Woman,Nike,339.0,9358.0,0.97
470,Eobuwie,Woman,Nike,279.0,9358.0,0.97
